,SalePrice
GarageType_CarPort,0.06612405345857403
BsmtCond_Po,0.06598217245935097
Neighborhood_Veenker,0.06465487183774993
LandContour_Low,0.06346559877092238
SaleCondition_AdjLand,0.061720729643993916
Exterior1st_Stucco,0.06141095339853926
Exterior2nd_Plywood,0.0613492805422578
Condition2_Feedr,0.05916968530808182
Neighborhood_CollgCr,0.05911171287417932
Electrical_FuseP,0.05806726488615817
Exterior2nd_Stucco,0.05733504824479204
Condition2_PosN,0.05722770186266906
Condition2_PosA,0.05626492875285448
GarageQual_Po,0.056130575626541696
Functional_Min2,0.055657844821198274
LotConfig_Inside,0.055100014063891124
BsmtExposure_Mn,0.05478293714166337
SaleCondition_Family,0.05451235253659908
Exterior2nd_Other,0.0538994571915383
Fence_MnWw,0.053730595755400366
Neighborhood_SWISU,0.052408782100883865
Exterior2nd_BrkFace,0.0520237220159852
Neighborhood_ClearCr,0.05147920491685369
SaleType_ConLD,0.05127847548795312
Heating_Wall,0.049944667595703686
Neighborhood_Mitchel,0.049523042888223665
MiscFeature_Othr,0.049247384775545064
SaleType_Con,0.048706905800331296
Condition1_RRAe,0.04831033597016429
Exterior1st_BrkComm,0.04821006520527721
Condition2_RRNn,0.047713362571196294
RoofStyle_Gambrel,0.04654787730451332
Electrical_Mix,0.04545034838374166
HouseStyle_2.5Fin,0.04490380557515477
Condition1_PosN,0.04483344869301547
Exterior1st_BrkFace,0.044639994023267286
Exterior2nd_Brk Cmn,0.044594399944456915
HouseStyle_SLvl,0.04411363661985742
Neighborhood_Crawfor,0.04384945289483133
Street_Pave,0.04258231254496099
ExterCond_Po,0.04170501841165767
LandSlope_Mod,0.04056741823430638
MiscVal,0.03952096762815393
MoSold,0.03931403314679538
BsmtFinType2_LwQ,0.03917398718394261
LotShape_IR3,0.038311506504167245
HeatingQC_Po,0.037565443179354396
GarageCond_Gd,0.03732231993507355
FireplaceQu_Fa,0.036602796364154026
Neighborhood_NPkVill,0.03658009038768934
Alley_Pave,0.03608243662704465
Exterior1st_WdShing,0.0359358755754322
SaleType_CWD,0.03411974920261393
YrSold,0.030562330357874673
SaleType_ConLw,0.030528483668036923
Condition1_PosA,0.029295522330228797
Condition2_Norm,0.0290866135990096
LowQualFinSF,0.028580460481146826
LandSlope_Sev,0.027693006955445493
GarageQual_Gd,0.027458601332201824
Exterior1st_Plywood,0.027423753573435603
LandContour_Lvl,0.026863402886155036
RoofMatl_WdShake,0.025779987765472415
Neighborhood_NWAmes,0.025425702467224354
Neighborhood_Gilbert,0.02512068677723843
Neighborhood_Blueste,0.024981942634026696
SaleCondition_Alloca,0.024827488922180098
Exterior2nd_Wd Shng,0.024547919857995714
RoofMatl_Membran,0.023345449524537553
Foundation_Stone,0.021199435670607465
Functional_Sev,0.021007142250140973
Functional_Mod,0.0205321786808713
GarageType_Basment,0.019919266291190264
Exterior2nd_Stone,0.019648007972941656
Utilities_NoSeWa,0.01765605753827637
BsmtFinType2_Rec,0.01763026343984473
HouseStyle_2.5Unf,0.01718755397751831
SaleType_ConLI,0.015993163782645863
Foundation_Wood,0.015487708607069845
Exterior2nd_AsphShn,0.014104330639553044
LotConfig_FR2,0.01368459496303468
BsmtFinType2_GLQ,0.013236590372760065
SaleType_Oth,0.01272799178553432
PoolArea,0.012493258641597378
Condition1_RRAn,0.010659745768041897
3SsnPorch,0.009682089684677812
Id,0.00952508245584132
BsmtHalfBath,0.009388620379388897
Condition1_RRNn,0.008461823801909376
LotConfig_FR3,0.008247154950221033
BldgType_TwnhsE,0.007638920210971315
Exterior2nd_ImStucc,0.006233812325878079
Neighborhood_SawyerW,0.005735825376315431
RoofMatl_Tar&Grv,0.005533742649221294
RoofStyle_Mansard,0.005045917526367234
Condition1_RRNe,0.004722305504728454
Heating_GasW,0.0009766832377067333
RoofMatl_Metal,0.0009006339789534252
PoolQC_Fa,0.0005063887187339637
BsmtFinSF2,0.0003591698094213454
